ts,host,url,hour,dns_ms,tcp_ms,tls_ms,server_ms,transfer_ms,total_ms,response_size,http_status,cache_state,conn_reuse,success,error_stage,error_type,source,cause
,cdn-near.example,https://cdn-near.example/,0,0.0,0.0,0.0,74.229,8.72,82.95,69887,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,19,0.0,7433.588,0.0,0.0,0.0,7433.588,0,,warm,0,0,CONNECT,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,21,24.43,5810.802,0.0,0.0,0.0,5835.231,0,,cold,0,0,CONNECT,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,18,0.0,0.0,0.0,93.054,3.023,96.077,31356,200.0,warm,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,23,31.305,84.529,259.149,74.069,105.085,554.138,864765,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,3,0.0,4.02,19.653,32.499,12.73,68.903,161398,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,1,0.0,40.18,76.731,208.017,36.374,361.303,490525,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,22,53.517,114.671,130.314,4081.287,21.164,4400.952,146641,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,7,0.0,87.813,129.438,103.661,9.458,330.37,107417,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,12,14.391,309.677,85.875,172.038,77.336,659.316,363758,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,10,0.0,88.19,3150.413,0.0,0.0,3238.603,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM
,shop.example,https://shop.example/,15,47.31,37.705,140.257,127.934,92.547,445.753,886776,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,0,0.0,38.173,147.083,98.463,83.909,367.628,857500,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,14,0.0,174.929,255.327,117.774,70.589,618.619,609698,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,5,24.134,50.589,59.303,52.074,267.322,453.424,2502344,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,17,109.795,71.682,175.29,95.626,13.178,465.572,109263,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,5,6.145,9.441,48.348,58.299,8.775,131.008,73961,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,22,19.77,34.207,143.802,89.523,172.431,459.732,1003369,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,1,9.651,0.0,0.0,35.263,6.814,51.729,81434,200.0,cold,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,5,0.0,84.221,1690.759,90.038,239.079,2104.096,1787749,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,shop.example,https://shop.example/,19,5512.671,0.0,0.0,0.0,0.0,5512.671,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,14,0.0,0.0,0.0,60.886,4.061,64.947,63679,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,11,0.0,6548.491,0.0,0.0,0.0,6548.491,0,,warm,0,0,CONNECT,,synthetic,CONNECT_PROBLEM
,shop.example,https://shop.example/,3,0.0,21.925,527.884,190.445,38.614,778.868,571901,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,11,0.0,78.386,567.218,63.597,210.468,919.668,1581955,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,2,20.571,590.501,301.068,113.232,316.381,1341.752,1799432,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,7,0.0,42.456,95.461,411.036,17.421,566.374,174570,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,2,28.916,0.0,0.0,211.693,15.569,256.178,201994,200.0,cold,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,4,32.009,0.0,0.0,126.751,125.23,283.991,1374627,200.0,cold,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,7,177.888,36.588,46.405,77.563,145.733,484.178,1514087,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,6,0.0,33.456,43.726,80.265,2.086,159.533,24015,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,8,3383.147,0.0,0.0,0.0,0.0,3383.147,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,10,96.926,10.146,15.726,80.066,6.431,209.294,60624,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,1,0.0,43.491,61.187,55.231,159.813,319.723,1920170,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,14,0.0,47.89,144.606,422.745,23.802,639.043,281285,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,17,8.369,17.848,60.148,108.501,4.983,199.849,30614,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,14,17.222,34.693,80.947,367.958,54.641,555.461,499891,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,19,0.0,290.133,117.807,237.796,148.392,794.128,565930,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,22,0.0,8.108,30.232,59.744,32.307,130.392,253771,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,20,0.0,819.853,100.612,412.578,101.965,1435.008,377995,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,media.example,https://media.example/,13,24.941,93.602,211.133,189.656,672.895,1192.227,2845072,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,11,0.0,0.0,0.0,101.81,498.478,600.289,1672485,200.0,warm,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,2,0.0,40.351,124.847,520.817,0.369,686.384,2814,500.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,9,27.222,285.77,349.105,128.496,40.926,831.52,184604,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,23,122.154,5.896,29.052,27.702,27.782,212.585,168625,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,5,14.159,0.0,0.0,438.322,18.223,470.704,158277,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,17,48.537,61.543,213.203,209.954,12.0,545.237,124824,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,11,44.138,100.151,150.936,213.001,25.13,533.356,259971,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,20,0.0,0.0,0.0,428.45,26.752,455.202,273397,200.0,warm,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,13,227.715,45.412,100.519,160.076,49.748,583.469,871541,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,21,0.0,87.327,717.059,385.487,24.987,1214.86,190705,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,legacy.example,https://legacy.example/,22,0.0,1048.166,112.345,331.687,55.002,1547.2,252755,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,15,6670.173,0.0,0.0,0.0,0.0,6670.173,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,18,0.0,4.677,41.556,58.659,7.484,112.376,47485,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,5,14.131,0.0,0.0,99.666,3.348,117.146,38246,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,21,29.782,0.0,0.0,71.433,20.788,122.003,161743,200.0,cold,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,16,23.72,15.007,47.658,78.147,7.47,172.002,64063,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,2,111.917,4.458,40.798,79.367,7.64,244.181,163761,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,9,14.326,21.531,71.81,164.736,2.395,274.797,14078,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,8,0.0,90.652,1633.486,76.308,651.421,2451.868,2391288,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,15,0.0,0.0,0.0,79.206,4.808,84.014,34411,200.0,warm,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,4,9.13,66.379,320.17,291.099,179.167,865.944,1529450,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,cdn-near.example,https://cdn-near.example/,22,22.07,15.47,85.281,1673.073,25.739,1821.633,136049,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,1,14.211,4.858,33.347,1536.746,0.181,1589.343,2007,503.0,cold,0,0,HTTP,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,13,0.0,25.008,714.02,108.071,51.194,898.293,396355,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,0,0.0,0.0,0.0,88.948,133.017,221.965,1047177,200.0,warm,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,21,0.0,392.516,105.004,178.236,6.113,681.87,20877,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,20,0.0,59.325,70.212,321.37,8.844,459.751,32103,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,3,0.0,35.225,51.701,180.241,1.137,268.303,16816,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,7,60.095,407.281,73.352,302.977,61.801,905.506,321795,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,18,0.0,0.0,0.0,455.376,15.453,470.829,183424,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,11,44.151,94.912,115.736,45.604,7.244,307.648,63932,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,20,18.975,0.0,0.0,92.419,6.742,118.135,126509,200.0,cold,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,9,0.0,66.086,110.705,501.715,98.578,777.084,461868,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,18,0.0,51.094,66.54,1705.099,21.579,1844.312,289022,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,7,0.0,9.885,42.482,105.483,15.933,173.782,145643,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,8,0.0,7073.314,0.0,0.0,0.0,7073.314,0,,warm,0,0,CONNECT,,synthetic,CONNECT_PROBLEM
,shop.example,https://shop.example/,14,0.0,19.678,251.791,159.397,71.243,502.108,892749,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,0,120.514,21.13,87.184,125.463,3.545,357.835,28893,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,5,23.862,138.471,179.386,88.995,23.824,454.538,117892,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,12,0.0,0.0,0.0,194.264,62.043,256.307,303194,200.0,warm,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,0,37.822,298.43,74.259,213.192,146.122,769.824,685264,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,20,16.366,25.812,70.288,130.289,19.747,262.501,84865,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,16,0.0,94.975,162.058,4413.87,73.345,4744.247,627415,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,1,13.834,19.047,49.196,146.813,35.979,264.869,418800,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,9,0.0,8.934,62.371,651.61,42.913,765.828,150203,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,18,45.187,0.0,0.0,47.641,12.604,105.432,146630,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,17,0.0,0.0,0.0,39.016,26.044,65.06,184813,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,9,0.0,19.856,43.864,74.431,9.15,147.301,69764,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,9,17.721,29.14,136.717,2140.477,197.688,2521.743,968754,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,21,112.288,75.221,150.909,658.144,44.771,1041.333,323997,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,18,0.0,342.637,164.415,38.689,432.276,978.017,2165722,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,23,24.544,236.39,201.09,95.025,17.456,574.504,95360,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,9,0.0,6.927,39.652,45.843,19.189,111.611,130153,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,12,101.681,10.747,47.461,31.655,8.115,199.659,46596,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,18,0.0,6394.148,0.0,0.0,0.0,6394.148,0,,warm,0,0,CONNECT,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,15,9.564,33.139,38.254,78.129,51.617,210.703,187597,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,22,11.559,6.902,36.566,110.071,9.999,175.097,84507,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,20,15.818,15.587,105.297,72.679,2.565,211.946,16937,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,17,0.0,22.121,104.78,100.895,3.7,231.496,22949,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,20,0.0,731.548,163.191,375.854,213.351,1483.945,538753,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,media.example,https://media.example/,16,18.063,0.0,0.0,85.413,455.012,558.488,4604942,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,19,0.0,0.0,0.0,437.921,0.331,438.252,1850,503.0,warm,1,0,HTTP,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,2,10.366,0.0,0.0,85.935,5.181,101.482,50493,200.0,cold,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,20,0.0,91.785,185.781,324.318,38.846,640.729,270741,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,12,35.756,43.436,107.98,8254.232,22.057,8463.461,147254,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,12,48.163,96.922,175.89,469.587,53.108,843.67,368076,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,5,21.129,101.205,357.115,245.421,4.746,729.616,41927,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,2,0.0,19.56,611.879,108.083,3.52,743.042,28132,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,22,0.0,49.535,114.837,91.718,163.546,419.635,1079592,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,8,0.0,33.839,150.048,5756.561,67.192,6007.641,399252,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,13,633.597,107.99,306.682,49.059,29.407,1126.735,219370,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,1,16.485,18.121,41.83,71.834,3.109,151.378,30422,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,23,0.0,7.599,32.447,843.338,0.293,883.677,1681,503.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,10,3738.563,0.0,0.0,0.0,0.0,3738.563,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,12,17.837,104.183,82.194,82.142,23.932,310.288,245335,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,2,11.007,134.492,67.165,102.533,11.745,326.942,53822,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,shop.example,https://shop.example/,15,245.187,48.707,145.085,173.976,250.03,862.986,1771863,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,3,14.83,0.0,0.0,76.418,253.529,344.777,2333024,200.0,cold,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,9,115.138,36.027,159.05,149.104,3.073,462.392,27409,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,10,32.505,106.39,152.757,55.153,15.18,361.985,180538,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,20,0.0,134.17,452.633,605.462,0.224,1192.489,1433,500.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,8,0.0,28.972,40.14,1106.571,4.025,1179.708,39119,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,14,118.15,20.052,58.647,85.859,1.65,284.357,20803,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,15,26.537,21.974,100.55,86.625,161.034,396.721,2056415,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,3,0.0,24.07,151.873,54.057,281.438,511.438,2836926,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,14,152.436,19.847,103.865,138.582,241.505,656.235,2608673,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,22,0.0,15.961,91.271,96.157,10.428,213.817,44020,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,17,18.869,42.035,242.374,59.2,12.461,374.938,120289,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,19,0.0,12.524,61.029,106.863,5.212,185.627,40693,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,6,28.575,637.029,281.314,89.54,31.209,1067.666,195223,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,1,0.0,77.26,263.837,270.715,19.968,631.781,246429,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,6,130.907,23.51,88.912,68.213,1.24,312.782,23660,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,4,29.619,0.0,0.0,108.188,355.02,492.827,1823828,200.0,cold,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,21,0.0,63.81,98.53,230.093,113.336,505.769,747161,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,11,0.0,0.0,0.0,106.51,21.676,128.186,217930,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,16,0.0,91.728,137.795,41.572,12.166,283.26,142156,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,0,0.0,0.0,0.0,215.508,89.224,304.732,640260,200.0,warm,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,9,199.854,44.492,141.775,315.878,36.53,738.53,265969,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,15,29.658,126.979,181.871,92.688,51.366,482.562,327812,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,8,28.902,150.516,244.997,178.354,121.792,724.559,780304,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,13,0.0,42.137,88.975,228.182,33.592,392.886,303736,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,12,72.383,36.057,33.749,224.162,33.818,400.17,426878,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,22,58.967,0.0,0.0,642.255,49.296,750.517,222096,200.0,cold,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,6,0.0,108.616,229.901,454.193,15.634,808.344,147401,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,11,17.784,6.491,23.665,28.36,7.734,84.034,61156,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,17,0.0,6.621,40.423,38.408,18.073,103.525,196043,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,6,36.975,34.152,812.619,260.817,50.364,1194.926,345429,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,cdn-far.example,https://cdn-far.example/,17,0.0,123.125,157.049,131.362,30.269,441.805,127505,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,3,0.0,27.593,95.833,56.616,426.981,607.023,3454187,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,10,0.0,64.369,139.414,94.921,169.833,468.536,1905581,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,18,0.0,0.0,0.0,30.04,10.116,40.155,80713,200.0,warm,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,5,40.968,492.246,259.661,424.458,34.144,1251.476,182651,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,7,0.0,30.163,55.87,106.327,7.158,199.517,34942,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,22,0.0,109.282,181.517,613.256,10.917,914.972,85656,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,10,17.657,4785.05,0.0,0.0,0.0,4802.707,0,,cold,0,0,CONNECT,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,23,0.0,31.053,694.045,174.688,6.601,906.387,39406,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,cdn-near.example,https://cdn-near.example/,5,0.0,6.408,23.973,37.788,4.741,72.91,60139,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,4,0.0,155.627,117.928,194.779,9.924,478.258,39896,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,4,41.935,19.156,87.937,3251.427,24.28,3424.735,275763,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,18,0.0,8.845,1014.907,68.771,5.202,1097.725,40146,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,8,10.181,54.376,427.442,63.076,361.948,917.022,2079293,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,2,15.288,36.558,77.142,58.717,231.089,418.795,2935445,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,13,0.0,386.215,57.308,101.29,319.189,864.002,1327095,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,10,0.0,0.0,0.0,160.393,5.567,165.96,39521,200.0,warm,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,4,0.0,14.004,62.742,217.886,2.882,297.513,28054,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,11,0.0,240.8,178.307,77.139,11.729,507.975,108492,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,8,0.0,10.719,19.849,881.966,0.341,912.876,2511,503.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,11,31.15,23.04,83.407,233.539,52.032,423.169,697669,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,15,3106.375,0.0,0.0,0.0,0.0,3106.375,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,shop.example,https://shop.example/,4,0.0,296.512,55.617,134.063,101.986,588.178,582507,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,media.example,https://media.example/,19,0.0,707.597,133.696,90.707,163.478,1095.478,964372,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,7,0.0,58.204,74.725,113.856,2.794,249.579,26063,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,11,22.866,57.773,276.743,787.718,20.527,1165.628,120263,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,5,0.0,0.0,0.0,57.792,4.337,62.129,61357,200.0,warm,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,17,28.751,13.784,47.763,103.121,3.344,196.763,37535,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,3,0.0,0.0,0.0,439.58,6.673,446.253,81259,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,23,12.201,14.025,41.108,245.334,9.93,322.597,63689,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,18,0.0,49.193,162.089,126.603,125.49,463.374,1050759,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,23,13.666,0.0,0.0,133.004,133.669,280.34,820623,200.0,cold,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,4,43.0,38.08,69.498,291.165,65.782,507.525,605749,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,18,0.0,182.86,46.847,73.646,4.585,307.939,28858,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,19,20.746,34.118,74.702,753.418,6.472,889.456,28985,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,18,4189.169,0.0,0.0,0.0,0.0,4189.169,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,22,14.659,13.6,31.544,100.488,16.396,176.686,134555,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,6,13.204,38.96,85.961,925.719,118.538,1182.382,935669,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,16,0.0,37.322,77.24,945.248,222.699,1282.509,2047842,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,19,10.487,13.846,41.176,281.087,13.9,360.495,106801,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,10,0.0,550.734,108.551,259.792,145.008,1064.085,1063997,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,shop.example,https://shop.example/,13,0.0,53.093,391.299,169.29,76.43,690.112,751463,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,legacy.example,https://legacy.example/,19,42.7,130.133,264.483,214.669,118.412,770.398,431347,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,15,0.0,57.135,119.699,238.004,30.973,445.812,338686,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,12,0.0,0.0,0.0,382.576,33.818,416.394,395536,200.0,warm,1,1,,,synthetic,NORMAL
