ts,host,url,hour,dns_ms,tcp_ms,tls_ms,server_ms,transfer_ms,total_ms,response_size,http_status,cache_state,conn_reuse,success,error_stage,error_type,source,cause,dns_share,tcp_share,tls_share,server_share,transfer_share,log_total,log_size,is_peak_hour,cache_warm,handshake_ms,tls_over_tcp,label,label_source
,api.example,https://api.example/,0,3745.685,0.0,0.0,0.0,0.0,3745.685,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM,1.0,0.0,0.0,0.0,0.0,8.228626728006034,0.0,0,0,0.0,0.0,DNS_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,11,37.605,6604.752,0.0,0.0,0.0,6642.357,0,,cold,0,0,CONNECT,,synthetic,CONNECT_PROBLEM,0.005661393990115255,0.9943386060098848,0.0,0.0,0.0,8.801372687001026,0.0,0,0,6604.752,0.0,CONNECT_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,6,31.006,940.919,80.195,227.082,141.113,1420.316,820877,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.021830353245334135,0.662471590829083,0.05646278715440789,0.1598813221846406,0.09935324251786222,7.259338481981258,13.618129778123416,0,0,1021.114,0.08514001734756385,CONNECT_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,8,0.0,24.97,594.236,56.584,7.14,682.931,81950,200.0,warm,0,1,,,synthetic,TLS_PROBLEM,0.0,0.03656299099030502,0.8701259717306726,0.08285463685203923,0.010454936150211367,6.527857035341122,11.313876786660064,1,1,619.206,22.881632653061224,TLS_PROBLEM,ground_truth
,media.example,https://media.example/,19,11.563,236.829,160.931,75.983,122.594,607.9,1021834,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.01902122059549268,0.38958545813456164,0.26473268629708835,0.12499259746668862,0.20166803750616877,6.411654050614528,13.837110588570733,1,0,397.76,0.676666848870407,CONNECT_PROBLEM,ground_truth
,shop.example,https://shop.example/,2,14.535,53.826,105.477,195.315,79.297,448.449,714880,200.0,cold,0,1,,,synthetic,NORMAL,0.032411712368630545,0.12002702648461698,0.2352040031307908,0.4355344754921964,0.17682501243173693,6.108022388075338,13.479871374258108,0,0,159.303,1.923849998176048,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,3,361.96,107.898,189.677,63.874,3.73,727.139,53594,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.49778653049829535,0.1483870346659992,0.260853839499738,0.08784290211362615,0.005129693222341258,6.590491964037031,10.88921105912562,0,0,297.575,1.7417858913845985,DNS_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,22,25.258,99.436,2973.273,0.0,0.0,3097.967,0,,cold,0,0,TLS,,synthetic,TLS_PROBLEM,0.0081530887837088,0.03209717856904221,0.959749732647249,0.0,0.0,8.03882410913473,0.0,1,0,3072.7090000000003,29.603658050898083,TLS_PROBLEM,ground_truth
,media.example,https://media.example/,9,254.969,122.688,337.307,174.19,569.381,1458.535,4775630,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.17481171175186058,0.08411728206727984,0.23126424802970103,0.11942805623450928,0.3903787019166492,7.285873170821982,15.379036669763234,1,0,459.995,2.7270794256516395,DNS_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,1,0.0,14.234,33.349,95.646,3.078,146.307,26375,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.09728857812681554,0.22793851285311023,0.6537349545818041,0.021037954438270213,4.992518844403262,10.180209784751566,0,1,47.583,2.1891164500459497,NORMAL,ground_truth
,shop.example,https://shop.example/,15,0.0,41.835,71.625,204.635,33.103,351.199,470211,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.1191204986346772,0.20394420257460869,0.5826753493033864,0.09425710209881008,5.86419635676222,13.06093893581732,0,1,113.46000000000001,1.6721139255281896,NORMAL,ground_truth
,legacy.example,https://legacy.example/,16,50.445,0.0,0.0,367.452,137.59,555.487,757974,200.0,cold,1,1,,,synthetic,NORMAL,0.09081220622624832,0.0,0.0,0.6614952285111984,0.24769256526255343,6.321643810155233,13.538405682550263,0,0,0.0,0.0,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,3,11.874,0.0,0.0,35.055,11.964,58.893,135676,200.0,cold,1,1,,,synthetic,NORMAL,0.2016198869135551,0.0,0.0,0.5952320309714227,0.20314808211502217,4.092559636856848,11.818032339932225,0,0,0.0,0.0,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,17,16.357,97.699,318.953,70.294,6.69,509.993,115576,200.0,cold,0,1,,,synthetic,NORMAL,0.03207298923710718,0.19156929604916145,0.6254066232281619,0.13783326437813853,0.013117827107430887,6.23635589147974,11.657692253487145,0,0,416.652,3.2315727616287906,NORMAL,ground_truth
,legacy.example,https://legacy.example/,6,62.298,70.694,76.098,347.209,25.537,581.836,240825,200.0,cold,0,1,,,synthetic,NORMAL,0.10707140843811658,0.12150159151375989,0.13078943207364274,0.5967471933672032,0.04389037460727765,6.367905843175154,12.39182996001002,0,0,146.792,1.061427734538455,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,11,76.172,11.198,33.395,38.899,33.84,193.504,138521,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.39364560939308746,0.05786960476269225,0.17258041177443362,0.20102426823218125,0.17488010583760544,5.270452728399732,11.83878443676038,0,0,44.593,2.737743892441384,DNS_PROBLEM,ground_truth
,media.example,https://media.example/,18,27.603,290.991,95.191,48.726,137.297,599.808,912545,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.046019726312419976,0.48514024487836105,0.15870245145113104,0.08123599551856595,0.22890158183952197,6.3982754159405015,13.723993774127099,0,0,386.182,0.32600662349181997,CONNECT_PROBLEM,ground_truth
,media.example,https://media.example/,17,0.0,29.985,130.426,96.884,258.783,516.077,2537303,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.058101794887197064,0.252725852925048,0.18773167569955646,0.5014426141835424,6.248191799588752,14.746612657969601,0,1,160.411,4.209327093755043,NORMAL,ground_truth
,shop.example,https://shop.example/,21,31.909,48.64,125.665,202.361,152.318,560.893,727159,200.0,cold,0,1,,,synthetic,NORMAL,0.05688963848719809,0.0867188572508482,0.22404451472919076,0.36078360756864497,0.27156338196411794,6.331311440307862,13.496901814831999,1,0,174.305,2.5315269943593877,NORMAL,ground_truth
,shop.example,https://shop.example/,2,0.0,0.0,0.0,215.124,61.742,276.867,513552,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.7769940079532771,0.22300238020421356,5.627142581946396,13.149108516267084,0,1,0.0,0.0,NORMAL,ground_truth
,media.example,https://media.example/,19,0.0,96.255,176.089,69.113,159.05,500.507,694144,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.19231499259750612,0.3518212532492053,0.13808598081545312,0.31777777333783547,6.217617565430199,13.450436151382911,1,1,272.344,1.8105907151303275,NORMAL,ground_truth
,shop.example,https://shop.example/,5,80.509,26.536,106.913,157.839,60.001,431.799,759921,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.18645017704997002,0.06145451934812263,0.2475989986081487,0.365538132325457,0.13895585677595362,6.070273416993558,13.540971075416586,0,0,133.449,3.882662696106914,DNS_PROBLEM,ground_truth
,media.example,https://media.example/,6,0.0,0.0,0.0,1150.201,0.201,1150.402,2115,503.0,warm,1,0,HTTP,,synthetic,HTTP_PROBLEM,0.0,0.0,0.0,0.9998252784678747,0.00017472153212529185,7.048735609256007,7.65728279297819,0,1,0.0,0.0,HTTP_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,6,0.0,41.597,112.046,197.87,31.353,382.866,309062,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.10864636713628267,0.29265069240935476,0.5168126707516468,0.08189026970271585,5.950293533354266,12.641300418593612,0,1,153.643,2.630373030964622,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,12,15.233,16.586,19.604,26.32,6.312,84.055,80216,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.18122657783594073,0.19732318125037174,0.23322824341205162,0.31312830884539883,0.07509368865623699,4.443298106061547,11.292490741466937,0,0,36.19,1.1147503696121916,CONNECT_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,6,15.725,0.0,0.0,40.281,25.121,81.127,236252,200.0,cold,1,1,,,synthetic,NORMAL,0.19383189320448188,0.0,0.0,0.49651780541619933,0.30965030137931887,4.408266829628485,12.372658543688063,0,0,0.0,0.0,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,11,18.059,115.576,198.626,39.127,10.023,381.412,122195,200.0,cold,0,1,,,synthetic,NORMAL,0.04734774993969776,0.3030214046752593,0.5207649470913344,0.10258460667205019,0.026278669784904514,5.946498561438019,11.713381591959665,0,0,314.202,1.7038326928355751,NORMAL,ground_truth
,api.example,https://api.example/,0,36.569,6764.266,0.0,0.0,0.0,6800.835,0,,cold,0,0,CONNECT,,synthetic,CONNECT_PROBLEM,0.005377133837242045,0.9946228661627579,0.0,0.0,0.0,8.824947707701618,0.0,0,0,6764.266,0.0,CONNECT_PROBLEM,ground_truth
,api.example,https://api.example/,17,0.0,177.25,42.118,73.716,7.308,300.392,41267,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM,0.0,0.5900623185704014,0.14021012543609684,0.24539934485605475,0.02432821113744707,5.708411743039863,10.627842660220267,0,1,219.368,0.23628611500701263,CONNECT_PROBLEM,ground_truth
,shop.example,https://shop.example/,13,170.253,31.945,55.711,331.306,70.242,659.457,507510,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.25817149563959435,0.04844136918707361,0.08448011015123048,0.5023921195771672,0.10651490544493425,6.492932019647833,13.13727366454003,0,0,87.656,1.6910305053877674,DNS_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,13,49.376,65.934,71.565,469.322,33.981,690.178,316415,200.0,cold,0,1,,,synthetic,NORMAL,0.07154096479458921,0.09553187728383113,0.10369064212420563,0.6800013909455243,0.04923512485184982,6.5383973882795985,12.664813082497199,0,0,137.499,1.0691875578928496,NORMAL,ground_truth
,api.example,https://api.example/,17,16.92,439.581,72.321,164.249,3.712,696.783,28680,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.024283026422860492,0.6308721653656878,0.10379271595317337,0.23572475218253028,0.005327340075748117,6.5479081661744525,10.263990161609186,0,0,511.90200000000004,0.1641491575896373,CONNECT_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,0,0.0,6.05,177.775,30.586,7.456,221.866,103627,200.0,warm,0,1,,,synthetic,TLS_PROBLEM,0.0,0.027268711744927114,0.8012719389180857,0.13785798635212243,0.03360587020994654,5.406570693988257,11.54856284256136,0,1,183.82500000000002,25.21631205673759,TLS_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,10,0.0,56.709,17.324,63.981,13.295,151.308,63819,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM,0.0,0.37479181536997386,0.11449493747852064,0.42285272424458725,0.08786713194279219,5.025904786427024,11.063821899832234,0,1,74.033,0.3001958100123031,CONNECT_PROBLEM,ground_truth
,api.example,https://api.example/,4,7.356,27.94,1957.297,0.0,0.0,1992.593,0,,cold,0,0,TLS,,synthetic,TLS_PROBLEM,0.003691672107650684,0.014021930218564453,0.9822863976737848,0.0,0.0,7.597693817351015,0.0,0,0,1985.237,67.63293020041465,TLS_PROBLEM,ground_truth
,shop.example,https://shop.example/,17,108.601,27.922,125.059,164.326,21.774,447.682,143408,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.24258513855817299,0.06237016453643434,0.27934784065475043,0.36705965395079543,0.04863720229984677,6.1063143962869235,11.873455966684512,0,0,152.981,4.324009404605491,DNS_PROBLEM,ground_truth
,shop.example,https://shop.example/,23,25.632,49.366,1607.674,238.044,224.202,2144.917,1555774,200.0,cold,0,1,,,synthetic,TLS_PROBLEM,0.011950112754945764,0.023015342784825706,0.7495273709891805,0.11098051812727486,0.10452712156227957,7.671322245835042,14.257484371722246,1,0,1657.04,31.919826867331135,TLS_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,2,31.023,54.013,169.755,86.59,15.681,357.062,180734,200.0,cold,0,1,,,synthetic,NORMAL,0.08688407055357332,0.15127064767463352,0.4754216354582677,0.24250690356296667,0.04391674275055872,5.880706155763563,12.104787149025487,0,0,223.768,3.085725192227292,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,14,11.4,0.0,0.0,35.422,11.625,58.447,70636,200.0,cold,1,1,,,synthetic,NORMAL,0.19504850548360053,0.0,0.0,0.6060533474772015,0.1988981470391979,4.085085159289921,11.165309365519843,0,0,0.0,0.0,NORMAL,ground_truth
,api.example,https://api.example/,16,0.0,15.47,56.297,74.514,1.906,148.188,20634,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.10439441790158449,0.3799025562123789,0.5028342375900883,0.012862040111210084,5.005207255580655,9.934743942186682,0,1,71.767,3.418154219793564,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,23,0.0,69.701,312.094,85.051,15.416,482.262,150450,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.14452932223563125,0.6471461570681497,0.17635849393068498,0.03196602676553409,6.180558949647698,11.921392728762589,1,1,381.79499999999996,4.414279854598945,NORMAL,ground_truth
,legacy.example,https://legacy.example/,8,0.0,103.91,1124.27,767.642,87.709,2083.53,406851,200.0,warm,0,1,,,synthetic,TLS_PROBLEM,0.0,0.04987209207450816,0.5395986618863179,0.3684333798889385,0.04209634610492769,7.642298689157802,12.916204761929361,1,1,1228.18,10.716518920979889,TLS_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,10,547.927,66.921,115.986,40.71,5.589,777.132,71954,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.7050629751445058,0.08611278392859902,0.14924877626966848,0.052384923024659906,0.00719182841524992,6.656896175596544,11.183796202604274,0,0,182.907,1.707660370135893,DNS_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,0,0.0,164.221,867.355,85.797,9.645,1127.018,128265,200.0,warm,0,1,,,synthetic,TLS_PROBLEM,0.0,0.14571284575756555,0.7696017277452534,0.07612744428216763,0.008557982215013424,7.028217389377494,11.761861511586874,0,1,1031.576,5.249665599409276,TLS_PROBLEM,ground_truth
,shop.example,https://shop.example/,2,34.531,24.215,67.256,177.614,38.347,341.964,246414,200.0,cold,0,1,,,synthetic,NORMAL,0.10097846556947515,0.07081154741434771,0.19667567346270368,0.519393854323847,0.11213753494519892,5.837625485389424,12.414772385411972,0,0,91.471,2.6673012095974618,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,14,5186.65,0.0,0.0,0.0,0.0,5186.65,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM,1.0,0.0,0.0,0.0,0.0,8.554036079783554,0.0,0,0,0.0,0.0,DNS_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,8,93.684,82.445,135.107,118.196,23.611,453.043,134303,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.20678831810666978,0.18198051840553764,0.2982211401566739,0.2608935575651759,0.05211646576594275,6.1181919072126805,11.807861166133318,1,0,217.552,1.619114386721793,DNS_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,2,105.831,13.061,75.577,78.776,32.043,305.288,148785,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.3466595477057729,0.04278255286811142,0.24755968135006942,0.25803831136500616,0.10495990671104007,5.7245258357941005,11.910264310933256,0,0,88.638,5.374937771140033,DNS_PROBLEM,ground_truth
,api.example,https://api.example/,7,15.732,22.877,78.985,108.896,3.827,230.317,33400,200.0,cold,0,1,,,synthetic,NORMAL,0.06830585671053374,0.09932831705866262,0.3429403821689237,0.47280921512524043,0.0166162289366395,5.443789064158711,10.416341118636355,0,0,101.862,3.307995141768229,NORMAL,ground_truth
,api.example,https://api.example/,3,0.0,42.641,63.875,107.823,1.334,215.673,20111,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.19771135005308962,0.29616595494104503,0.499937405238486,0.00618528976737932,5.378389304563593,9.909071930830029,0,1,106.51599999999999,1.463646570885177,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,16,9.905,0.0,0.0,449.456,5.818,465.18,96988,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM,0.02129283288189518,0.0,0.0,0.9661980308697709,0.012506986542843629,6.144571825638524,11.482352848993164,0,0,0.0,0.0,HTTP_PROBLEM,ground_truth
,media.example,https://media.example/,12,37.835,85.17,105.25,1062.476,0.34,1291.071,2612,503.0,cold,0,0,HTTP,,synthetic,HTTP_PROBLEM,0.029305127293541566,0.06596848662854328,0.08152146551196643,0.8229415733139387,0.00026334725201015286,7.164001636393027,7.868254265520613,0,0,190.42000000000002,1.2214227689451085,HTTP_PROBLEM,ground_truth
,api.example,https://api.example/,3,5466.713,0.0,0.0,0.0,0.0,5466.713,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM,1.0,0.0,0.0,0.0,0.0,8.606615709268095,0.0,0,0,0.0,0.0,DNS_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,5,25.231,114.7,188.777,73.508,16.057,418.273,157370,200.0,cold,0,1,,,synthetic,NORMAL,0.0603218472146182,0.27422281619898964,0.451324852428916,0.1757416806726707,0.038388803484805376,6.038522259067384,11.966361354026013,0,0,303.477,1.6316076058772686,NORMAL,ground_truth
,api.example,https://api.example/,9,0.0,16.64,57.636,117.348,1.03,192.654,8534,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.0863724604731799,0.29916845744183873,0.6091127098321343,0.005346372252847073,5.266073061569792,9.05193063522854,1,1,74.27600000000001,3.26734693877551,NORMAL,ground_truth
,legacy.example,https://legacy.example/,20,56.179,738.731,173.764,226.608,91.695,1286.977,377354,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.04365190675513238,0.5740048190449402,0.13501717590912657,0.1760777387630082,0.07124835952779264,7.160828049362001,12.840941667923362,1,0,912.495,0.23490160612438848,CONNECT_PROBLEM,ground_truth
,api.example,https://api.example/,23,15.467,0.0,0.0,241.002,4.078,260.547,22756,200.0,cold,1,1,,,synthetic,NORMAL,0.059363569720626216,0.0,0.0,0.9249847436355052,0.015651686643868477,5.566613999668636,10.032628069359218,1,0,0.0,0.0,NORMAL,ground_truth
,legacy.example,https://legacy.example/,12,41.581,0.0,0.0,475.505,43.548,560.634,461554,200.0,cold,1,1,,,synthetic,NORMAL,0.07416781714986961,0.0,0.0,0.8481558378549998,0.07767634499513051,6.330850392189592,13.042356502422127,0,0,0.0,0.0,NORMAL,ground_truth
,media.example,https://media.example/,16,4898.297,0.0,0.0,0.0,0.0,4898.297,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM,1.0,0.0,0.0,0.0,0.0,8.496847004418246,0.0,0,0,0.0,0.0,DNS_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,7,27.256,133.538,128.04,956.932,0.217,1245.983,1050,502.0,cold,0,0,HTTP,,synthetic,HTTP_PROBLEM,0.02187509781433615,0.10717481699188514,0.10276223672393604,0.7680136887902965,0.00017415967954618965,7.128482312868585,6.957497370876951,0,0,261.578,0.9517013780493242,HTTP_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,2,70.455,80.767,257.304,58.392,26.856,493.773,167608,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.14268702419937906,0.16357111466200053,0.5210977513958842,0.11825676981122904,0.05438936515362323,6.204099071527452,12.029389164872374,0,0,338.07099999999997,3.146795161862365,DNS_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,22,0.0,0.0,0.0,256.091,91.971,348.062,364890,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.7357625940206055,0.2642374059793945,5.8552495568542575,12.807353957828784,1,1,0.0,0.0,NORMAL,ground_truth
,shop.example,https://shop.example/,6,132.775,22.783,47.335,125.376,65.6,393.868,728459,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.33710532462652465,0.05784425238912529,0.12017985721104534,0.3183198431961977,0.16655326149877622,5.978551531836284,13.498687995766076,0,0,70.118,1.990287179918429,DNS_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,19,0.0,13.246,33.326,302.445,25.378,374.394,144825,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM,0.0,0.035379840488896724,0.08901317862999941,0.8078254459206077,0.06778420594347132,5.927976141073161,11.883288300826193,1,1,46.572,2.339323318826337,HTTP_PROBLEM,ground_truth
,shop.example,https://shop.example/,5,0.0,28.964,53.051,554.392,21.728,658.136,237146,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.04400914096782428,0.08060795944911082,0.8423669272004571,0.03301445293981791,6.490929886503337,12.376435481004334,0,1,82.015,1.7704912561740758,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,7,9.33,10.153,24.564,31.674,7.991,83.712,87170,200.0,cold,0,1,,,synthetic,NORMAL,0.11145355504587155,0.12128488149847094,0.29343463302752293,0.37836869266055045,0.0954582377675841,4.439257268128153,11.375626985776462,0,0,34.717,2.2024567380973727,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,22,0.0,150.237,372.239,124.304,40.464,687.244,81802,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.21860794710466733,0.5416402325811501,0.180873168772663,0.05887865154151946,6.5341434262222755,11.31206919673496,1,1,522.476,2.461295846915768,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,22,0.0,164.751,297.23,720.691,40.218,1222.89,182902,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM,0.0,0.13472266516203418,0.2430553851940894,0.5893342819059768,0.03288766773789956,7.10978958975274,12.116711236650126,1,1,461.981,1.7932320166997484,HTTP_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,17,42.202,64.978,306.327,40.655,31.462,485.624,232181,200.0,cold,0,1,,,synthetic,NORMAL,0.08690262425250811,0.1338031069304647,0.6307904881142612,0.08371703210714462,0.0647867485956213,6.187491750958048,12.355276825861301,0,0,371.305,4.642865803752766,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,8,0.0,0.0,0.0,76.699,36.418,113.117,161698,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.6780501604533359,0.32194983954666406,4.73722423788199,11.993491861254176,1,1,0.0,0.0,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,20,149.787,11.034,37.537,62.128,34.899,295.384,101792,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.5070924626926306,0.037354765322427756,0.1270786501638545,0.21032960485334343,0.11814790239146332,5.6916559108582865,11.530696618455346,1,0,48.571,3.119245471165032,DNS_PROBLEM,ground_truth
,api.example,https://api.example/,15,16.628,125.935,38.744,98.829,1.629,281.765,11971,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.05901371710467943,0.4469504729118237,0.13750465813710008,0.3507497382570582,0.0057814135893386335,5.644616163986985,9.390325868972589,0,0,164.679,0.3052270847284043,CONNECT_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,0,0.0,7.606,43.153,355.358,25.396,431.513,119867,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM,0.0,0.017626351929142345,0.10000393962638437,0.8235163251165087,0.05885338332796463,6.069612383723675,11.69414641632015,0,1,50.759,5.014292354171508,HTTP_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,18,42.239,127.554,252.573,88.54,21.889,532.794,138403,200.0,cold,0,1,,,synthetic,NORMAL,0.07927829517599673,0.2394058491649681,0.47405376186668774,0.1661805500812697,0.04108342060909095,6.280009996742397,11.837932223482163,0,0,380.127,1.964722995783873,NORMAL,ground_truth
,legacy.example,https://legacy.example/,13,0.0,83.306,192.995,4950.116,20.18,5246.598,209290,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM,0.0,0.015878098531658037,0.03678478892417525,0.9434906200170091,0.003846301927458517,8.565525727080193,12.25148090703176,0,1,276.301,2.2892202215737907,HTTP_PROBLEM,ground_truth
,shop.example,https://shop.example/,17,54.782,67.468,108.987,188.134,47.953,467.325,510041,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.1172246295404697,0.14437062001818865,0.23321457229979137,0.4025763654844059,0.10261167281870219,6.149162499347122,13.142248354250867,0,0,176.45499999999998,1.5917947070164162,DNS_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,22,5458.309,0.0,0.0,0.0,0.0,5458.309,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM,1.0,0.0,0.0,0.0,0.0,8.60507750395341,0.0,1,0,0.0,0.0,DNS_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,1,10.064,7.951,37.452,51.922,20.666,128.054,154001,200.0,cold,0,1,,,synthetic,NORMAL,0.07859184406578475,0.062090992862386174,0.29247036406515997,0.40546956752619984,0.1613850406859606,4.860230921422351,11.944720868324422,0,0,45.403,4.18411350687074,NORMAL,ground_truth
,legacy.example,https://legacy.example/,3,0.0,35.546,184.364,425.041,37.021,681.972,482440,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.05212237452564035,0.2703395447320418,0.6232528608212654,0.05428521992105248,6.526453863122834,13.086613912491648,0,1,219.91,5.044710775461063,NORMAL,ground_truth
,api.example,https://api.example/,2,10.913,0.0,0.0,96.58,2.745,110.238,29530,200.0,cold,1,1,,,synthetic,NORMAL,0.09899490193944012,0.0,0.0,0.8761044285999383,0.024900669460621565,4.711672050059945,10.293195838031854,0,0,0.0,0.0,NORMAL,ground_truth
,media.example,https://media.example/,10,15.049,51.28,164.663,678.085,87.558,996.635,937293,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM,0.015099810863555866,0.05145313981547909,0.16521896180647883,0.6803744600580955,0.08785362745639076,6.905387477952475,13.750752279348463,0,0,215.943,3.149636572302984,HTTP_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,19,33.8,123.954,3013.209,0.0,0.0,3170.962,0,,cold,0,0,TLS,,synthetic,TLS_PROBLEM,0.010659225812229852,0.03909034545352483,0.9502507440959557,0.0,0.0,8.062105602859525,0.0,1,0,3137.163,24.1145461529843,TLS_PROBLEM,ground_truth
,shop.example,https://shop.example/,19,25.536,0.0,0.0,483.431,50.377,559.344,540807,200.0,cold,1,1,,,synthetic,NORMAL,0.04565347979061186,0.0,0.0,0.8642820875883176,0.09006443262107039,6.328550880847242,13.200819596500885,1,0,0.0,0.0,NORMAL,ground_truth
,api.example,https://api.example/,14,13.767,27.579,79.012,66.641,2.888,189.886,24954,200.0,cold,0,1,,,synthetic,NORMAL,0.07250139557418661,0.1452397754442139,0.41610229295472023,0.3509526768692795,0.015209125475285171,5.251676391216862,10.12482948190371,0,0,106.59100000000001,2.76468735785017,NORMAL,ground_truth
,legacy.example,https://legacy.example/,9,0.0,0.0,0.0,401.112,57.822,458.935,445689,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.8740061228714306,0.12599169817076492,6.131085175150915,13.007378922066385,1,1,0.0,0.0,NORMAL,ground_truth
,api.example,https://api.example/,10,0.0,15.152,59.856,773.715,3.66,852.382,28819,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM,0.0,0.017776067537794087,0.07022203659861424,0.907709219575261,0.00429384947124646,6.749207278429279,10.268824869553512,0,1,75.008,3.705794947994056,HTTP_PROBLEM,ground_truth
,api.example,https://api.example/,1,11.309,22.878,114.576,150.658,2.975,302.396,29479,200.0,cold,0,1,,,synthetic,TLS_PROBLEM,0.03739798145478115,0.075655762642363,0.37889390071297235,0.49821426209341385,0.00983809309646953,5.715038882911901,10.291467346303273,0,0,137.454,4.798391825110981,TLS_PROBLEM,ground_truth
